id,product_id,product_sku,rating,title,body,reviewer_name,verified_purchase,created_at
1349,544,ZL00544,2,Exactly as described,Material quality is better than I expected at this price point.,Kai,0,2024-07-02 21:00:00
1350,544,ZL00544,4,Love this,I bought this as a gift and the recipient liked it immediately.,Priya,1,2024-09-21 21:00:00
1351,545,ZL00545,3,Nice finish,Feels durable. A couple of small scuffs from shipping but fine overall.,Hassan,0,2025-06-01 11:00:00
1352,545,ZL00545,3,Not bad at all,Packaging was neat and the item matched the listing details.,Ravi,1,2025-06-24 11:00:00
1353,545,ZL00545,5,Love this,"Would appreciate more colour options, but this shade works for me.",Marcus,1,2025-07-20 11:00:00
1354,545,ZL00545,3,Useful addition,"Would appreciate more colour options, but this shade works for me.",Ivy,1,2025-07-20 11:00:00
1355,546,ZL00546,3,Nice finish,Instructions were clear and setup took only a few minutes.,Chloe,1,2025-04-19 12:00:00
1356,546,ZL00546,5,Would buy again,Good value compared with similar products I have tried.,Farid,1,2025-08-04 12:00:00
1357,546,ZL00546,3,Arrived quickly,Used it for two weeks and it holds up well for daily use.,Ben,1,2025-06-10 12:00:00
1358,547,ZL00547,4,Nice finish,Material quality is better than I expected at this price point.,Danial,1,2025-01-04 12:00:00
1359,547,ZL00547,4,Good build quality,Material quality is better than I expected at this price point.,Ivy,0,2025-02-19 12:00:00
1360,547,ZL00547,5,Useful addition,Works as advertised. Battery/performance is satisfactory so far.,Grace,1,2025-01-20 12:00:00
1361,548,ZL00548,4,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Ben,0,2025-03-24 10:00:00
1362,548,ZL00548,5,Happy with it,Material quality is better than I expected at this price point.,Victor,1,2025-04-03 10:00:00
1363,549,ZL00549,5,Solid everyday pick,Packaging was neat and the item matched the listing details.,Uma,0,2025-08-23 21:00:00
1364,549,ZL00549,5,Arrived quickly,Used it for two weeks and it holds up well for daily use.,Aisha,0,2025-06-10 21:00:00
1365,549,ZL00549,3,Decent for the money,Packaging was neat and the item matched the listing details.,Omar,1,2025-08-12 21:00:00
1366,550,ZL00550,3,Nice finish,I bought this as a gift and the recipient liked it immediately.,Ivy,1,2025-03-08 09:00:00
1367,550,ZL00550,2,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Yasmin,1,2025-03-09 09:00:00
1368,550,ZL00550,4,Good build quality,Instructions were clear and setup took only a few minutes.,Ben,1,2025-03-09 09:00:00
1369,551,ZL00551,4,Good build quality,Packaging was neat and the item matched the listing details.,Farid,0,2024-03-31 23:00:00
1370,552,ZL00552,4,Love this,Instructions were clear and setup took only a few minutes.,Wei,0,2024-03-09 21:00:00
1371,552,ZL00552,4,Decent for the money,Works as advertised. Battery/performance is satisfactory so far.,Tom,0,2024-06-03 21:00:00
1372,553,ZL00553,4,Arrived quickly,"Would appreciate more colour options, but this shade works for me.",Ben,1,2024-09-12 04:00:00
1373,553,ZL00553,5,Solid everyday pick,"Would appreciate more colour options, but this shade works for me.",Nora,1,2024-12-23 04:00:00
1374,554,ZL00554,4,Not bad at all,Good value compared with similar products I have tried.,Lina,1,2025-06-03 22:00:00
1375,555,ZL00555,4,Arrived quickly,"Would appreciate more colour options, but this shade works for me.",Jonas,1,2024-07-31 11:00:00
1376,555,ZL00555,5,Reliable so far,I bought this as a gift and the recipient liked it immediately.,Omar,1,2024-09-15 11:00:00
1377,555,ZL00555,5,Happy with it,Used it for two weeks and it holds up well for daily use.,Nora,0,2024-06-05 11:00:00
1378,555,ZL00555,3,Useful addition,"Would appreciate more colour options, but this shade works for me.",Kai,0,2024-08-12 11:00:00
1379,556,ZL00556,4,Happy with it,Feels durable. A couple of small scuffs from shipping but fine overall.,Danial,1,2024-12-21 23:00:00
1380,556,ZL00556,2,Decent for the money,Packaging was neat and the item matched the listing details.,Ben,1,2024-12-22 23:00:00
1381,556,ZL00556,4,Arrived quickly,Material quality is better than I expected at this price point.,Hassan,1,2024-12-31 23:00:00
1382,557,ZL00557,5,Exactly as described,"Would appreciate more colour options, but this shade works for me.",Victor,1,2025-04-15 13:00:00
1383,557,ZL00557,2,Useful addition,I bought this as a gift and the recipient liked it immediately.,Ben,1,2025-03-17 13:00:00
1384,557,ZL00557,2,Solid everyday pick,Packaging was neat and the item matched the listing details.,Lina,1,2025-04-05 13:00:00
1385,557,ZL00557,3,Not bad at all,Used it for two weeks and it holds up well for daily use.,Chloe,1,2025-02-10 13:00:00
1386,558,ZL00558,5,Good build quality,Instructions were clear and setup took only a few minutes.,Omar,1,2024-08-09 15:00:00
1387,558,ZL00558,4,Nice finish,Works as advertised. Battery/performance is satisfactory so far.,Nora,0,2024-06-05 15:00:00
1388,558,ZL00558,5,Good build quality,Colour is accurate and sizing feels true based on the chart.,Yasmin,1,2024-07-13 15:00:00
1389,558,ZL00558,3,Good build quality,Material quality is better than I expected at this price point.,Wei,1,2024-05-28 15:00:00
1390,559,ZL00559,4,Not bad at all,"Would appreciate more colour options, but this shade works for me.",Farid,1,2024-10-14 20:00:00
1391,559,ZL00559,5,Decent for the money,Used it for two weeks and it holds up well for daily use.,Jonas,1,2024-10-14 20:00:00
1392,559,ZL00559,5,Better than expected,"Would appreciate more colour options, but this shade works for me.",Tom,1,2024-09-26 20:00:00
1393,560,ZL00560,4,Reliable so far,Material quality is better than I expected at this price point.,Zara,1,2025-03-16 17:00:00
1394,561,ZL00561,3,Happy with it,Colour is accurate and sizing feels true based on the chart.,Marcus,0,2025-07-13 08:00:00
1395,562,ZL00562,4,Useful addition,Packaging was neat and the item matched the listing details.,Kai,0,2025-06-24 13:00:00
1396,562,ZL00562,2,Better than expected,Good value compared with similar products I have tried.,Kai,1,2025-05-14 13:00:00
1397,562,ZL00562,2,Useful addition,Instructions were clear and setup took only a few minutes.,Grace,1,2025-08-22 13:00:00
1398,563,ZL00563,4,Decent for the money,Instructions were clear and setup took only a few minutes.,Siti,0,2024-06-02 06:00:00
1399,563,ZL00563,5,Not bad at all,Packaging was neat and the item matched the listing details.,Kai,1,2024-06-16 06:00:00
1400,564,ZL00564,3,Good build quality,Works as advertised. Battery/performance is satisfactory so far.,Kai,1,2024-12-31 15:00:00
1401,565,ZL00565,4,Useful addition,Feels durable. A couple of small scuffs from shipping but fine overall.,Yasmin,1,2025-06-20 23:00:00
1402,565,ZL00565,2,Worth the price,Packaging was neat and the item matched the listing details.,Jonas,1,2025-07-26 23:00:00
1403,565,ZL00565,2,Arrived quickly,Instructions were clear and setup took only a few minutes.,Ravi,1,2025-07-16 23:00:00
1404,566,ZL00566,3,Exactly as described,Used it for two weeks and it holds up well for daily use.,Ben,1,2024-04-06 10:00:00
1405,566,ZL00566,4,Happy with it,"Would appreciate more colour options, but this shade works for me.",Chloe,0,2024-03-22 10:00:00
1406,567,ZL00567,2,Love this,I bought this as a gift and the recipient liked it immediately.,Quinn,1,2025-04-10 09:00:00
1407,567,ZL00567,2,Exactly as described,"Would appreciate more colour options, but this shade works for me.",Hassan,0,2025-04-23 09:00:00
1408,567,ZL00567,2,Not bad at all,Used it for two weeks and it holds up well for daily use.,Siti,1,2025-04-24 09:00:00
1409,568,ZL00568,4,Solid everyday pick,I bought this as a gift and the recipient liked it immediately.,Omar,1,2024-10-16 21:00:00
1410,569,ZL00569,3,Useful addition,Used it for two weeks and it holds up well for daily use.,Hassan,0,2024-11-28 14:00:00
1411,569,ZL00569,3,Exactly as described,Feels durable. A couple of small scuffs from shipping but fine overall.,Uma,0,2024-11-24 14:00:00
1412,569,ZL00569,3,Love this,Works as advertised. Battery/performance is satisfactory so far.,Lina,1,2024-10-18 14:00:00
1413,570,ZL00570,4,Good build quality,Good value compared with similar products I have tried.,Chloe,1,2024-05-24 05:00:00
1414,571,ZL00571,4,Worth the price,Works as advertised. Battery/performance is satisfactory so far.,Zara,0,2025-04-17 18:00:00
1415,572,ZL00572,5,Reliable so far,Colour is accurate and sizing feels true based on the chart.,Elena,1,2024-07-01 04:00:00
1416,573,ZL00573,3,Good build quality,Used it for two weeks and it holds up well for daily use.,Priya,1,2024-10-20 21:00:00
1417,573,ZL00573,3,Would buy again,Material quality is better than I expected at this price point.,Ben,1,2024-10-24 21:00:00
1418,573,ZL00573,4,Useful addition,Used it for two weeks and it holds up well for daily use.,Quinn,1,2024-10-03 21:00:00
1419,574,ZL00574,5,Arrived quickly,Colour is accurate and sizing feels true based on the chart.,Aisha,1,2025-04-08 10:00:00
1420,574,ZL00574,3,Happy with it,Packaging was neat and the item matched the listing details.,Danial,0,2025-01-30 10:00:00
1421,574,ZL00574,2,Worth the price,Packaging was neat and the item matched the listing details.,Tom,1,2025-03-22 10:00:00
1422,574,ZL00574,4,Would buy again,"Would appreciate more colour options, but this shade works for me.",Quinn,0,2025-02-12 10:00:00
1423,575,ZL00575,5,Worth the price,Colour is accurate and sizing feels true based on the chart.,Yasmin,1,2025-06-21 19:00:00
1424,575,ZL00575,3,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Chloe,1,2025-08-09 19:00:00
1425,575,ZL00575,3,Exactly as described,Colour is accurate and sizing feels true based on the chart.,Kai,1,2025-08-29 19:00:00
1426,576,ZL00576,5,Love this,Feels durable. A couple of small scuffs from shipping but fine overall.,Wei,1,2024-12-28 20:00:00
1427,576,ZL00576,5,Useful addition,Used it for two weeks and it holds up well for daily use.,Ravi,1,2025-03-11 20:00:00
1428,577,ZL00577,5,Exactly as described,Feels durable. A couple of small scuffs from shipping but fine overall.,Siti,1,2024-05-30 05:00:00
1429,578,ZL00578,3,Better than expected,Instructions were clear and setup took only a few minutes.,Elena,0,2025-04-18 01:00:00
1430,578,ZL00578,5,Happy with it,Material quality is better than I expected at this price point.,Omar,1,2025-03-29 01:00:00
1431,579,ZL00579,5,Solid everyday pick,Packaging was neat and the item matched the listing details.,Ben,1,2024-12-20 14:00:00
1432,579,ZL00579,5,Worth the price,Instructions were clear and setup took only a few minutes.,Chloe,1,2024-12-15 14:00:00
1433,579,ZL00579,5,Solid everyday pick,Works as advertised. Battery/performance is satisfactory so far.,Ben,1,2025-02-16 14:00:00
1434,580,ZL00580,4,Worth the price,Packaging was neat and the item matched the listing details.,Yasmin,0,2025-06-23 00:00:00
1435,580,ZL00580,3,Useful addition,Colour is accurate and sizing feels true based on the chart.,Victor,1,2025-06-02 00:00:00
1436,580,ZL00580,4,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Elena,1,2025-05-19 00:00:00
1437,580,ZL00580,5,Nice finish,Used it for two weeks and it holds up well for daily use.,Wei,0,2025-06-17 00:00:00
1438,581,ZL00581,3,Useful addition,I bought this as a gift and the recipient liked it immediately.,Yasmin,1,2024-10-04 18:00:00
1439,582,ZL00582,2,Reliable so far,Works as advertised. Battery/performance is satisfactory so far.,Lina,0,2024-07-04 16:00:00
1440,582,ZL00582,2,Good build quality,Used it for two weeks and it holds up well for daily use.,Aisha,1,2024-07-06 16:00:00
1441,582,ZL00582,5,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Chloe,0,2024-05-29 16:00:00
1442,582,ZL00582,4,Worth the price,I bought this as a gift and the recipient liked it immediately.,Elena,1,2024-06-04 16:00:00
1443,583,ZL00583,4,Decent for the money,Packaging was neat and the item matched the listing details.,Jonas,1,2024-05-12 07:00:00
1444,584,ZL00584,4,Solid everyday pick,Used it for two weeks and it holds up well for daily use.,Danial,1,2024-05-11 16:00:00
1445,584,ZL00584,3,Exactly as described,I bought this as a gift and the recipient liked it immediately.,Aisha,0,2024-03-04 16:00:00
1446,584,ZL00584,3,Reliable so far,I bought this as a gift and the recipient liked it immediately.,Uma,1,2024-02-26 16:00:00
1447,585,ZL00585,3,Worth the price,Good value compared with similar products I have tried.,Elena,1,2025-04-07 06:00:00
1448,585,ZL00585,5,Arrived quickly,"Would appreciate more colour options, but this shade works for me.",Hassan,1,2025-04-28 06:00:00
1449,585,ZL00585,3,Reliable so far,Good value compared with similar products I have tried.,Victor,1,2025-06-14 06:00:00
1450,586,ZL00586,4,Decent for the money,"Would appreciate more colour options, but this shade works for me.",Hassan,1,2024-09-05 09:00:00
1451,586,ZL00586,5,Happy with it,Instructions were clear and setup took only a few minutes.,Uma,0,2024-05-15 09:00:00
1452,586,ZL00586,5,Solid everyday pick,Colour is accurate and sizing feels true based on the chart.,Danial,1,2024-09-03 09:00:00
1453,587,ZL00587,5,Good build quality,Instructions were clear and setup took only a few minutes.,Elena,0,2024-12-31 19:00:00
1454,588,ZL00588,5,Happy with it,Instructions were clear and setup took only a few minutes.,Wei,1,2025-02-12 22:00:00
1455,588,ZL00588,4,Exactly as described,Instructions were clear and setup took only a few minutes.,Yasmin,0,2024-12-19 22:00:00
1456,588,ZL00588,4,Solid everyday pick,Used it for two weeks and it holds up well for daily use.,Farid,0,2024-12-05 22:00:00
1457,589,ZL00589,3,Exactly as described,Colour is accurate and sizing feels true based on the chart.,Marcus,1,2025-02-14 20:00:00
1458,589,ZL00589,4,Nice finish,Colour is accurate and sizing feels true based on the chart.,Chloe,1,2025-01-07 20:00:00
1459,589,ZL00589,5,Useful addition,Instructions were clear and setup took only a few minutes.,Wei,0,2025-04-05 20:00:00
1460,590,ZL00590,5,Useful addition,Feels durable. A couple of small scuffs from shipping but fine overall.,Tom,1,2024-09-07 05:00:00
1461,591,ZL00591,5,Good build quality,Used it for two weeks and it holds up well for daily use.,Hassan,1,2024-10-01 18:00:00
1462,592,ZL00592,5,Love this,Instructions were clear and setup took only a few minutes.,Zara,1,2025-02-21 10:00:00
1463,593,ZL00593,3,Decent for the money,Works as advertised. Battery/performance is satisfactory so far.,Ben,1,2025-04-05 18:00:00
1464,593,ZL00593,4,Not bad at all,Good value compared with similar products I have tried.,Danial,0,2025-06-18 18:00:00
1465,594,ZL00594,3,Worth the price,Instructions were clear and setup took only a few minutes.,Farid,1,2024-04-30 15:00:00
1466,594,ZL00594,5,Would buy again,Packaging was neat and the item matched the listing details.,Aisha,1,2024-05-13 15:00:00
1467,594,ZL00594,4,Decent for the money,Material quality is better than I expected at this price point.,Grace,0,2024-04-14 15:00:00
1468,595,ZL00595,4,Decent for the money,Works as advertised. Battery/performance is satisfactory so far.,Jonas,1,2025-01-31 16:00:00
1469,595,ZL00595,4,Good build quality,Feels durable. A couple of small scuffs from shipping but fine overall.,Quinn,0,2024-12-22 16:00:00
1470,596,ZL00596,4,Love this,"Would appreciate more colour options, but this shade works for me.",Hassan,1,2024-06-19 23:00:00
1471,596,ZL00596,3,Would buy again,Instructions were clear and setup took only a few minutes.,Lina,0,2024-05-19 23:00:00
1472,596,ZL00596,4,Decent for the money,Works as advertised. Battery/performance is satisfactory so far.,Zara,0,2024-06-24 23:00:00
1473,597,ZL00597,3,Useful addition,Material quality is better than I expected at this price point.,Nora,1,2025-03-16 20:00:00
1474,597,ZL00597,2,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Elena,1,2025-05-04 20:00:00
1475,597,ZL00597,5,Better than expected,"Would appreciate more colour options, but this shade works for me.",Ben,1,2025-04-01 20:00:00
1476,598,ZL00598,5,Love this,Good value compared with similar products I have tried.,Uma,0,2024-05-27 03:00:00
1477,599,ZL00599,5,Reliable so far,Colour is accurate and sizing feels true based on the chart.,Aisha,1,2025-03-09 23:00:00
1478,599,ZL00599,5,Decent for the money,Colour is accurate and sizing feels true based on the chart.,Danial,1,2025-01-14 23:00:00
1479,599,ZL00599,4,Useful addition,Used it for two weeks and it holds up well for daily use.,Siti,1,2025-03-21 23:00:00
1480,600,ZL00600,2,Decent for the money,Instructions were clear and setup took only a few minutes.,Lina,1,2024-07-28 20:00:00
1481,600,ZL00600,3,Reliable so far,Good value compared with similar products I have tried.,Farid,1,2024-08-09 20:00:00
1482,600,ZL00600,5,Exactly as described,Colour is accurate and sizing feels true based on the chart.,Ivy,1,2024-04-22 20:00:00
1483,600,ZL00600,4,Nice finish,Good value compared with similar products I have tried.,Chloe,1,2024-08-16 20:00:00
1484,601,ZL00601,5,Solid everyday pick,Good value compared with similar products I have tried.,Ivy,1,2024-11-28 13:00:00
1485,601,ZL00601,3,Not bad at all,Packaging was neat and the item matched the listing details.,Nora,1,2024-11-07 13:00:00
1486,602,ZL00602,4,Not bad at all,Used it for two weeks and it holds up well for daily use.,Ben,1,2025-06-01 04:00:00
1487,603,ZL00603,3,Love this,Feels durable. A couple of small scuffs from shipping but fine overall.,Grace,1,2024-03-18 05:00:00
1488,603,ZL00603,3,Not bad at all,Packaging was neat and the item matched the listing details.,Ben,0,2024-04-13 05:00:00
1489,603,ZL00603,5,Worth the price,Feels durable. A couple of small scuffs from shipping but fine overall.,Quinn,0,2024-06-07 05:00:00
1490,604,ZL00604,5,Would buy again,Feels durable. A couple of small scuffs from shipping but fine overall.,Nora,1,2024-06-03 08:00:00
1491,604,ZL00604,5,Nice finish,Good value compared with similar products I have tried.,Wei,1,2024-07-25 08:00:00
1492,605,ZL00605,2,Solid everyday pick,Instructions were clear and setup took only a few minutes.,Siti,0,2024-10-08 02:00:00
1493,605,ZL00605,3,Love this,Instructions were clear and setup took only a few minutes.,Aisha,0,2024-09-27 02:00:00
1494,606,ZL00606,4,Useful addition,Packaging was neat and the item matched the listing details.,Victor,1,2024-09-18 21:00:00
1495,606,ZL00606,5,Would buy again,Material quality is better than I expected at this price point.,Farid,1,2024-12-16 21:00:00
1496,606,ZL00606,5,Exactly as described,Material quality is better than I expected at this price point.,Kai,1,2024-11-05 21:00:00
1497,606,ZL00606,3,Arrived quickly,I bought this as a gift and the recipient liked it immediately.,Farid,0,2024-12-02 21:00:00
1498,607,ZL00607,4,Solid everyday pick,Instructions were clear and setup took only a few minutes.,Tom,0,2025-01-14 13:00:00
1499,607,ZL00607,2,Would buy again,Material quality is better than I expected at this price point.,Marcus,1,2025-03-08 13:00:00
1500,607,ZL00607,5,Nice finish,Material quality is better than I expected at this price point.,Wei,0,2025-03-22 13:00:00
1501,608,ZL00608,2,Solid everyday pick,Colour is accurate and sizing feels true based on the chart.,Farid,1,2024-05-07 21:00:00
1502,609,ZL00609,5,Worth the price,Packaging was neat and the item matched the listing details.,Danial,1,2025-07-09 06:00:00
1503,610,ZL00610,5,Nice finish,Works as advertised. Battery/performance is satisfactory so far.,Danial,1,2025-03-28 18:00:00
1504,611,ZL00611,3,Happy with it,Good value compared with similar products I have tried.,Farid,1,2024-05-01 17:00:00
1505,611,ZL00611,2,Exactly as described,Feels durable. A couple of small scuffs from shipping but fine overall.,Tom,1,2024-04-05 17:00:00
1506,611,ZL00611,4,Reliable so far,Used it for two weeks and it holds up well for daily use.,Ravi,1,2024-03-31 17:00:00
1507,611,ZL00611,4,Worth the price,Works as advertised. Battery/performance is satisfactory so far.,Marcus,1,2024-04-29 17:00:00
1508,612,ZL00612,3,Nice finish,Packaging was neat and the item matched the listing details.,Farid,1,2024-04-01 12:00:00
1509,612,ZL00612,5,Not bad at all,Instructions were clear and setup took only a few minutes.,Chloe,0,2024-06-22 12:00:00
1510,613,ZL00613,2,Useful addition,Works as advertised. Battery/performance is satisfactory so far.,Marcus,1,2024-04-09 14:00:00
1511,613,ZL00613,4,Happy with it,Packaging was neat and the item matched the listing details.,Kai,1,2024-02-26 14:00:00
1512,613,ZL00613,4,Reliable so far,Packaging was neat and the item matched the listing details.,Chloe,0,2024-05-10 14:00:00
1513,614,ZL00614,2,Useful addition,Works as advertised. Battery/performance is satisfactory so far.,Uma,1,2024-06-14 02:00:00
1514,614,ZL00614,5,Nice finish,Used it for two weeks and it holds up well for daily use.,Yasmin,1,2024-04-24 02:00:00
1515,614,ZL00614,2,Useful addition,I bought this as a gift and the recipient liked it immediately.,Ivy,1,2024-06-08 02:00:00
1516,615,ZL00615,4,Not bad at all,I bought this as a gift and the recipient liked it immediately.,Yasmin,1,2024-06-19 20:00:00
1517,616,ZL00616,5,Not bad at all,Colour is accurate and sizing feels true based on the chart.,Ravi,1,2024-05-14 04:00:00
1518,617,ZL00617,4,Good build quality,Material quality is better than I expected at this price point.,Jonas,1,2025-01-11 15:00:00
1519,617,ZL00617,5,Decent for the money,Good value compared with similar products I have tried.,Siti,1,2025-02-03 15:00:00
1520,617,ZL00617,5,Nice finish,I bought this as a gift and the recipient liked it immediately.,Victor,1,2025-01-10 15:00:00
1521,618,ZL00618,3,Happy with it,I bought this as a gift and the recipient liked it immediately.,Grace,0,2025-03-23 07:00:00
1522,618,ZL00618,5,Worth the price,Good value compared with similar products I have tried.,Grace,1,2025-04-29 07:00:00
1523,619,ZL00619,4,Nice finish,Works as advertised. Battery/performance is satisfactory so far.,Uma,1,2024-10-16 08:00:00
1524,619,ZL00619,4,Useful addition,I bought this as a gift and the recipient liked it immediately.,Jonas,1,2024-09-06 08:00:00
1525,619,ZL00619,5,Worth the price,Instructions were clear and setup took only a few minutes.,Omar,1,2024-08-03 08:00:00
1526,619,ZL00619,3,Useful addition,"Would appreciate more colour options, but this shade works for me.",Tom,0,2024-08-09 08:00:00
1527,620,ZL00620,3,Worth the price,Instructions were clear and setup took only a few minutes.,Marcus,1,2025-06-08 16:00:00
1528,621,ZL00621,4,Solid everyday pick,Feels durable. A couple of small scuffs from shipping but fine overall.,Siti,1,2024-08-19 13:00:00
1529,622,ZL00622,3,Exactly as described,Used it for two weeks and it holds up well for daily use.,Jonas,1,2024-04-30 17:00:00
1530,622,ZL00622,4,Worth the price,Instructions were clear and setup took only a few minutes.,Marcus,1,2024-06-16 17:00:00
1531,622,ZL00622,4,Better than expected,Works as advertised. Battery/performance is satisfactory so far.,Farid,1,2024-06-24 17:00:00
1532,622,ZL00622,5,Would buy again,Used it for two weeks and it holds up well for daily use.,Wei,1,2024-06-08 17:00:00
1533,623,ZL00623,4,Good build quality,Used it for two weeks and it holds up well for daily use.,Ben,1,2025-01-14 07:00:00
1534,623,ZL00623,3,Not bad at all,Instructions were clear and setup took only a few minutes.,Yasmin,1,2024-12-10 07:00:00
1535,624,ZL00624,3,Exactly as described,Used it for two weeks and it holds up well for daily use.,Quinn,1,2024-08-22 22:00:00
1536,624,ZL00624,4,Worth the price,Colour is accurate and sizing feels true based on the chart.,Marcus,1,2024-11-21 22:00:00
1537,624,ZL00624,5,Good build quality,Used it for two weeks and it holds up well for daily use.,Quinn,1,2024-11-26 22:00:00
1538,624,ZL00624,3,Happy with it,Instructions were clear and setup took only a few minutes.,Lina,1,2024-08-13 22:00:00
1539,625,ZL00625,4,Decent for the money,"Would appreciate more colour options, but this shade works for me.",Uma,1,2025-02-06 23:00:00
1540,625,ZL00625,5,Decent for the money,Feels durable. A couple of small scuffs from shipping but fine overall.,Zara,1,2025-05-16 23:00:00
1541,625,ZL00625,3,Happy with it,Works as advertised. Battery/performance is satisfactory so far.,Siti,1,2025-04-16 23:00:00
1542,625,ZL00625,4,Not bad at all,I bought this as a gift and the recipient liked it immediately.,Kai,1,2025-02-22 23:00:00
1543,626,ZL00626,3,Not bad at all,Instructions were clear and setup took only a few minutes.,Nora,1,2024-03-11 17:00:00
1544,627,ZL00627,2,Love this,Feels durable. A couple of small scuffs from shipping but fine overall.,Jonas,1,2024-02-21 02:00:00
1545,627,ZL00627,4,Better than expected,I bought this as a gift and the recipient liked it immediately.,Uma,0,2024-02-16 02:00:00
1546,627,ZL00627,3,Useful addition,Packaging was neat and the item matched the listing details.,Uma,1,2024-02-21 02:00:00
1547,627,ZL00627,3,Decent for the money,Material quality is better than I expected at this price point.,Ravi,1,2024-05-13 02:00:00
1548,628,ZL00628,4,Not bad at all,Good value compared with similar products I have tried.,Siti,1,2024-10-07 07:00:00
1549,628,ZL00628,3,Better than expected,Packaging was neat and the item matched the listing details.,Ravi,1,2024-09-14 07:00:00
1550,628,ZL00628,5,Better than expected,Good value compared with similar products I have tried.,Uma,1,2024-09-16 07:00:00
1551,628,ZL00628,4,Useful addition,Used it for two weeks and it holds up well for daily use.,Jonas,1,2024-10-03 07:00:00
1552,629,ZL00629,2,Would buy again,"Would appreciate more colour options, but this shade works for me.",Kai,0,2025-04-30 03:00:00
1553,629,ZL00629,3,Arrived quickly,Colour is accurate and sizing feels true based on the chart.,Victor,1,2025-01-23 03:00:00
1554,629,ZL00629,3,Reliable so far,Feels durable. A couple of small scuffs from shipping but fine overall.,Quinn,1,2025-03-02 03:00:00
1555,630,ZL00630,4,Love this,Feels durable. A couple of small scuffs from shipping but fine overall.,Kai,1,2025-07-05 02:00:00
1556,630,ZL00630,3,Nice finish,Used it for two weeks and it holds up well for daily use.,Quinn,0,2025-08-08 02:00:00
1557,630,ZL00630,4,Not bad at all,Feels durable. A couple of small scuffs from shipping but fine overall.,Zara,1,2025-05-18 02:00:00
1558,631,ZL00631,5,Reliable so far,Used it for two weeks and it holds up well for daily use.,Marcus,1,2024-03-15 22:00:00
1559,632,ZL00632,3,Not bad at all,Good value compared with similar products I have tried.,Nora,1,2024-10-27 21:00:00
1560,632,ZL00632,4,Would buy again,Packaging was neat and the item matched the listing details.,Kai,1,2024-10-18 21:00:00
1561,632,ZL00632,3,Reliable so far,I bought this as a gift and the recipient liked it immediately.,Danial,1,2024-10-06 21:00:00
1562,632,ZL00632,3,Not bad at all,Feels durable. A couple of small scuffs from shipping but fine overall.,Nora,1,2024-10-01 21:00:00
1563,633,ZL00633,5,Happy with it,Colour is accurate and sizing feels true based on the chart.,Farid,1,2025-07-21 18:00:00
1564,633,ZL00633,5,Reliable so far,Used it for two weeks and it holds up well for daily use.,Nora,1,2025-04-25 18:00:00
1565,633,ZL00633,3,Exactly as described,Used it for two weeks and it holds up well for daily use.,Elena,0,2025-05-14 18:00:00
1566,633,ZL00633,4,Not bad at all,Packaging was neat and the item matched the listing details.,Danial,0,2025-05-27 18:00:00
1567,634,ZL00634,4,Nice finish,Used it for two weeks and it holds up well for daily use.,Aisha,1,2024-04-25 13:00:00
1568,634,ZL00634,2,Happy with it,Packaging was neat and the item matched the listing details.,Grace,1,2024-03-04 13:00:00
1569,634,ZL00634,3,Exactly as described,Good value compared with similar products I have tried.,Zara,1,2024-02-12 13:00:00
1570,634,ZL00634,3,Reliable so far,Works as advertised. Battery/performance is satisfactory so far.,Jonas,0,2024-01-30 13:00:00
1571,635,ZL00635,4,Would buy again,I bought this as a gift and the recipient liked it immediately.,Hassan,0,2025-03-11 13:00:00
1572,636,ZL00636,2,Happy with it,Good value compared with similar products I have tried.,Ben,1,2025-07-06 21:00:00
1573,636,ZL00636,5,Love this,Packaging was neat and the item matched the listing details.,Omar,1,2025-06-01 21:00:00
1574,637,ZL00637,3,Happy with it,"Would appreciate more colour options, but this shade works for me.",Uma,1,2024-09-09 03:00:00
1575,638,ZL00638,5,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Quinn,1,2025-02-02 10:00:00
1576,638,ZL00638,3,Not bad at all,Feels durable. A couple of small scuffs from shipping but fine overall.,Zara,1,2025-03-05 10:00:00
1577,638,ZL00638,3,Solid everyday pick,"Would appreciate more colour options, but this shade works for me.",Zara,1,2025-01-26 10:00:00
1578,639,ZL00639,3,Better than expected,Works as advertised. Battery/performance is satisfactory so far.,Hassan,1,2025-01-08 01:00:00
1579,639,ZL00639,4,Love this,Good value compared with similar products I have tried.,Marcus,1,2024-11-23 01:00:00
1580,639,ZL00639,4,Exactly as described,Works as advertised. Battery/performance is satisfactory so far.,Uma,1,2024-12-14 01:00:00
1581,639,ZL00639,5,Reliable so far,Packaging was neat and the item matched the listing details.,Lina,0,2024-12-24 01:00:00
1582,640,ZL00640,4,Love this,Material quality is better than I expected at this price point.,Nora,1,2024-11-11 07:00:00
1583,640,ZL00640,3,Arrived quickly,Good value compared with similar products I have tried.,Danial,1,2025-01-18 07:00:00
1584,641,ZL00641,4,Good build quality,I bought this as a gift and the recipient liked it immediately.,Omar,1,2024-03-29 02:00:00
1585,641,ZL00641,4,Reliable so far,Works as advertised. Battery/performance is satisfactory so far.,Jonas,1,2024-04-26 02:00:00
